Datum;Tag;Uhrzeit;Heimteam;Auswärtsteam;HZ-Ergebnis;Endergebnis;Ereignis;1;X;2
03/01/19;Do.;21:00;Man City;Liverpool;1:0;2:1;;1.97;3.79;3.73
4.KHW
12/01/19;Sa.;13:30;West Ham;Arsenal;0:0;1:0;;3.43;3.87;2.04
12/01/19;Sa.;16:00;C Palace;Watford;1:0;1:2;;2.34;3.37;3.15
12/01/19;Sa.;16:00;Leicester;Southampton;0:2;1:2;;1.93;3.37;4.46
12/01/19;Sa.;16:00;Cardiff;Huddersfield;0:0;0:0;;2.13;3.20;3.86
12/01/19;Sa.;16:00;Brighton;Liverpool;0:0;0:1;;10.84;5.12;1.34
12/01/19;Sa.;16:00;Burnley;Fulham;2:1;2:1;;2.44;3.22;3.14
12/01/19;Sa.;18:30;Chelsea;Newcastle;1:1;2:1;;1.20;6.73;16.66
13/01/19;So.;15:15;Everton;Bournemouth;0:0;2:0;;1.70;4.03;4.91
13/01/19;So.;17:30;Tottenham;Man Utd;0:1;0:1;;2.06;3.52;3.70
14/01/19;Mo.;21:00;Man City;Wolves;2:0;3:0;;1.21;6.97;14.96
6.KHW
19/01/19;Sa.;13:30;Wolves;Leicester;2:0;4:3;;2.30;3.13;3.50
19/01/19;Sa.;16:00;Southampton;Everton;0:0;2:1;;2.86;3.37;2.54
19/01/19;Sa.;16:00;Bournemouth;West Ham;0:0;2:0;;2.11;3.66;3.41
19/01/19;Sa.;16:00;Watford;Burnley;0:0;0:0;;1.74;3.87;4.87
19/01/19;Sa.;16:00;Liverpool;C Palace;0:1;4:3;;1.26;6.40;11.25
19/01/19;Sa.;16:00;Man Utd;Brighton;2:0;2:1;;1.38;5.00;8.59
19/01/19;Sa.;16:00;Newcastle;Cardiff;1:0;3:0;;2.08;3.25;3.98
19/01/19;Sa.;18:30;Arsenal;Chelsea;2:0;2:0;;3.22;3.53;2.24
20/01/19;So.;14:30;Huddersfield;Man City;0:1;0:3;;21.44;9.05;1.13
20/01/19;So.;17:00;Fulham;Tottenham;1:0;1:2;;5.31;3.67;1.73
9.KHW
29/01/19;Di.;20:45;Arsenal;Cardiff;0:0;2:1;;1.22;6.70;12.09
29/01/19;Di.;20:45;Fulham;Brighton;0:2;4:2;;2.41;3.14;3.17
29/01/19;Di.;20:45;Huddersfield;Everton;0:1;0:1;;3.51;3.19;2.22
29/01/19;Di.;20:45;Wolves;West Ham;0:0;3:0;;1.95;3.50;3.97
29/01/19;Di.;21:00;Man Utd;Burnley;0:0;2:2;;1.34;5.19;8.95
29/01/19;Di.;21:00;Newcastle;Man City;0:1;2:1;;15.54;7.41;1.18
30/01/19;Mi.;20:45;Bournemouth;Chelsea;0:0;4:0;;5.37;4.20;1.60
30/01/19;Mi.;20:45;Southampton;C Palace;0:1;1:1;;2.44;3.26;3.00
30/01/19;Mi.;21:00;Liverpool;Leicester;1:1;1:1;;1.25;6.43;10.81
