Datum;Tag;Uhrzeit;Heimteam;Auswärtsteam;HZ-Ergebnis;Endergebnis;Ereignis;1;X;2
22/04/20;Mi.;u.U.;Celta Vigo;Barcelona;;;;;;
22/04/20;Mi.;u.U.;Atlético;Alavés;;;;;;
22/04/20;Mi.;u.U.;Athletic;Mallorca;;;;;;
33.KHW
26/04/20;So.;u.U.;Leganés;Sevilla;;;;;;
26/04/20;So.;u.U.;Barcelona;Atlético;;;;;;
26/04/20;So.;u.U.;Eibar;Osasuna;;;;;;
26/04/20;So.;u.U.;Real Betis;Villarreal;;;;;;
26/04/20;So.;u.U.;Mallorca;Celta Vigo;;;;;;
26/04/20;So.;u.U.;R. Sociedad;Espanyol;;;;;;
26/04/20;So.;u.U.;Valencia;Athletic;;;;;;
26/04/20;So.;u.U.;Valladolid;Levante;;;;;;
26/04/20;So.;u.U.;Real Madrid;Getafe;;;;;;
26/04/20;So.;u.U.;Alavés;Granada;;;;;;
35.KHW
03/05/20;So.;u.U.;Espanyol;Leganés;;;;;;
03/05/20;So.;u.U.;Athletic;Real Madrid;;;;;;
03/05/20;So.;u.U.;Atlético;Mallorca;;;;;;
03/05/20;So.;u.U.;Celta Vigo;Real Betis;;;;;;
03/05/20;So.;u.U.;Osasuna;Getafe;;;;;;
03/05/20;So.;u.U.;Granada;Valencia;;;;;;
03/05/20;So.;u.U.;Levante;R. Sociedad;;;;;;
03/05/20;So.;u.U.;Valladolid;Alavés;;;;;;
03/05/20;So.;u.U.;Sevilla;Eibar;;;;;;
03/05/20;So.;u.U.;Villarreal;Barcelona;;;;;;
37.KHW
10/05/20;So.;u.U.;Mallorca;Levante;;;;;;
10/05/20;So.;u.U.;Real Madrid;Alavés;;;;;;
10/05/20;So.;u.U.;R. Sociedad;Granada;;;;;;
10/05/20;So.;u.U.;Valencia;Valladolid;;;;;;
10/05/20;So.;u.U.;Getafe;Villarreal;;;;;;
10/05/20;So.;u.U.;Celta Vigo;Atlético;;;;;;
10/05/20;So.;u.U.;Real Betis;Osasuna;;;;;;
10/05/20;So.;u.U.;Barcelona;Espanyol;;;;;;
10/05/20;So.;u.U.;Athletic;Sevilla;;;;;;
10/05/20;So.;u.U.;Eibar;Leganés;;;;;;
38.KHW
13/05/20;Mi.;u.U.;Granada;Real Madrid;;;;;;
13/05/20;Mi.;u.U.;Alavés;Getafe;;;;;;
13/05/20;Mi.;u.U.;Espanyol;Eibar;;;;;;
13/05/20;Mi.;u.U.;Atlético;Real Betis;;;;;;
13/05/20;Mi.;u.U.;Leganés;Valencia;;;;;;
13/05/20;Mi.;u.U.;Osasuna;Celta Vigo;;;;;;
13/05/20;Mi.;u.U.;Levante;Athletic;;;;;;
13/05/20;Mi.;u.U.;Valladolid;Barcelona;;;;;;
13/05/20;Mi.;u.U.;Sevilla;Mallorca;;;;;;
13/05/20;Mi.;u.U.;Villarreal;R. Sociedad;;;;;;
39.KHW
17/05/20;So.;u.U.;Celta Vigo;Levante;;;;;;
17/05/20;So.;u.U.;Mallorca;Granada;;;;;;
